univ_name;alias;address;sinta_id;pddikti_code;author_number;dept_number;journal_number;sinta_score_overall;sinta_score_3yr;sinta_score_productivity;sinta_score_productivity_3yr;scopus_docs;scopus_citation;scopus_cited_doc;scopus_citation_per_researchers;gscholar_docs;gscholar_citation;gscholar_cited_doc;gscholar_citation_per_researchers;wos_docs;wos_citation;wos_cited_doc;wos_citation_per_researchers;garuda_docs;garuda_citation;garuda_cited_doc;garuda_citation_per_researchers
Politeknik LP3I Medan;PLM;KOTA MEDAN - SUMATERA UTARA, ID;705;15009;42;5;1;9777;4931;213;107;15;38;9;0,81;570;2096;239;44,6;0;0;0;0;98;0;0;0
Universitas Darma Persada;UNSADA;KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID;1071;31023;139;15;0;11750;3741;87;28;182;774;112;3,13;1.986;6391;553;25,87;2;7;2;0,03;83;1;1;0
Sekolah Tinggi Teologi Real Batam;STT REAL BATAM;KOTA BATAM - KEPULAUAN RIAU, ID;4252;233295;55;6;0;5371;3729;117;81;5;1;1;0,02;719;3945;306;78,9;0;0;0;0;213;0;0;0
Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta;STIE INDONESIA;KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID;1118;33012;97;6;3;9190;4918;88;47;46;114;17;0,71;1.540;5907;476;36,69;4;0;0;0;215;2;2;0,01
Universitas Gajayana;UNIGA;KOTA MALANG - JAWA TIMUR, ID;2079;71051;80;14;1;10448;3742;108;39;33;48;20;0,31;1.147;4924;437;32,18;1;3;1;0,02;297;6;2;0,04
Sekolah Tinggi Ilmu Farmasi Makassar;STIFA MAKASSAR;KOTA MAKASSAR - SULAWESI SELATAN, ID;2703;93143;49;3;0;7561;3785;168;84;99;430;55;6,14;630;1662;270;23,74;0;0;0;0;115;1;1;0,01
Sekolah Tinggi Ilmu Administrasi Puangrimaggalatung;STIA PRIMA;KAB. BONE - SULAWESI SELATAN, ID;2672;93110;39;2;0;5113;3753;160;117;137;378;34;8,79;550;2518;287;58,56;0;0;0;0;36;0;0;0
Politeknik Kesehatan Kartini Bali;PKKB;KOTA DENPASAR - BALI, ID;2503;85008;28;5;0;5201;3752;179;129;16;37;8;0,97;277;370;89;9,74;1;0;0;0;115;1;1;0,03
Universitas Wijaya Kusuma Purwokerto;UNWIKU;KAB. BANYUMAS - JAWA TENGAH, ID;63;61007;113;10;0;8146;3790;79;37;20;35;9;0,22;1.610;8294;659;52,83;0;0;0;0;283;0;0;0
Universitas Karya Husada Semarang;UNKAHA SEMARANG;KOTA SEMARANG - JAWA TENGAH, ID;132;61064;66;11;2;5872;3785;89;57;6;4;3;0,05;974;1969;317;23,44;0;0;0;0;154;0;0;0
Sekolah Tinggi Ilmu Ekonomi Amkop Makassar;STIE AMKOP;KOTA MAKASSAR - SULAWESI SELATAN, ID;2634;93064;93;6;4;7607;4294;92;52;151;418;44;3,34;1.314;8164;567;65,31;0;0;0;0;144;0;0;0
Sekolah Tinggi Ilmu Ekonomi Pasundan;STIE PAS;KOTA BANDUNG - JAWA BARAT, ID;1480;43043;41;4;4;7111;4271;155;93;17;95;12;1,67;432;4784;227;83,93;1;0;0;0;282;0;0;0
Institut Agama Hindu Negeri Gde Pudja Mataram;IAHN GDE PUDJA MATARAM;KOTA MATARAM - NUSA TENGGARA BARAT, ID;4287;242003;82;13;0;5443;4261;60;47;10;4;3;0,04;716;1085;213;11,92;0;0;0;0;196;0;0;0
Politeknik Unggulan Kalimantan;POLANKA;KOTA BANJARMASIN - KALIMANTAN SELATAN, ID;3306;115016;37;5;0;8713;4310;264;131;0;0;0;0;212;354;75;6;0;0;0;0;62;0;0;0
Universitas Tompotika Luwuk Banggai;UNTIKA LUWUK;KAB. BANGGAI - SULAWESI TENGAH, ID;2552;161009;103;13;2;9188;4321;65;31;28;129;10;0,52;756;905;198;3,68;0;0;0;0;350;2;2;0,01
Sekolah Tinggi Agama Buddha Negeri Raden Wijaya;STABN RADEN WIJAYA WONOGIRI;KAB. WONOGIRI - JAWA TENGAH, ID;36;283002;38;8;2;8956;4282;236;113;5;0;0;0;393;1714;83;45,11;0;0;0;0;89;0;0;0
Institut Teknologi Bisnis AAS Indonesia;ITBAAS;KAB. SUKOHARJO - JAWA TENGAH, ID;8244319;62008;36;6;4;5779;4294;161;119;16;8;6;0,18;877;5099;464;115,89;0;0;0;0;279;1;1;0,02
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Citra Bakti;STKIP CITRA BAKTI;KAB. NGADA - NUSA TENGGARA TIMUR, ID;2469;153019;47;12;2;5891;4322;113;83;2;8;2;0,15;583;2663;310;48,42;1;0;0;0;248;0;0;0
Politeknik Kesehatan Kementerian Kesehatan Sorong;POLTEKKES SORONG;KOTA SORONG - PAPUA BARAT, ID;4449;405038;77;8;1;5150;4299;78;65;29;15;8;0,16;488;889;138;9,66;0;0;0;0;132;0;0;0
Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI;-;KOTA BANDUNG - JAWA BARAT, ID;1488;43056;26;4;1;7783;4342;311;174;0;0;0;0;253;3000;112;71,43;0;0;0;0;26;0;0;0
Universitas Islam Darul `ulum;UNISDA;KAB. LAMONGAN - JAWA TIMUR, ID;2089;71062;112;19;4;12903;5009;90;35;57;173;36;0,87;1.659;19639;684;98,2;0;0;0;0;325;7;4;0,04
STIKES Widyagama Husada Malang;WGH;KOTA MALANG - JAWA TIMUR, ID;2247;73145;37;6;1;8509;5022;203;120;12;60;8;1,11;518;809;167;14,98;0;0;0;0;171;0;0;0
UNIVERSITAS AUFA ROYHAN DI KOTA PADANGSIDIMPUAN;-;KOTA PADANGSIDIMPUAN - SUMATERA UTARA, ID;694;11051;71;11;0;6104;3793;77;48;27;94;17;0,82;767;1415;317;12,41;0;0;0;0;309;0;0;0
Universitas Kristen Indonesia Paulus;UKI PAULUS;KOTA MAKASSAR - SULAWESI SELATAN, ID;2529;91003;119;12;1;17954;5052;147;41;140;309;72;1,64;1.619;4921;670;26,18;1;0;0;0;135;1;1;0,01
Universitas Islam Batik Surakarta;UNIBA;KOTA SURAKARTA - JAWA TENGAH, ID;47;61015;88;10;1;13988;5048;212;76;53;115;23;1,28;3.599;13717;1.378;152,41;0;0;0;0;403;2;1;0,02
Universitas Pasifik Morotai;UNIPAS MOROTAI;KAB. PULAU MOROTAI - MALUKU UTARA, ID;3315;121018;61;11;0;7792;5084;89;58;18;28;12;0,3;432;699;185;7,52;0;0;0;0;142;1;1;0,01
Politeknik Negeri Subang;POLSUB;KAB. SUBANG - JAWA BARAT, ID;575;5040;43;5;1;10315;5073;224;110;40;103;20;2,19;706;2155;311;45,85;0;0;0;0;231;1;1;0,02
Poltekkes Kemenkes Bandung;POLTEKKES BANDUNG;KOTA BANDUNG - JAWA BARAT, ID;4422;405011;248;21;1;7875;5169;35;23;96;255;43;1,05;3.411;8123;787;33,43;0;0;0;0;46;0;0;0
Universitas Quality Berastagi;UQB;KAB. KARO - SUMATERA UTARA, ID;4778;11048;65;12;0;7049;4982;107;75;16;119;13;1,68;600;753;174;10,61;0;0;0;0;221;1;1;0,01
Universitas Tamansiswa Palembang;UNITAS PALEMBANG;KOTA PALEMBANG - SUMATERA SELATAN, ID;843;21011;77;11;1;9176;5113;146;81;22;70;13;0,66;1.130;942;194;8,89;2;1;1;0,01;300;0;0;0
Universitas PGRI Banyuwangi;UNIBA;KAB. BANYUWANGI - JAWA TIMUR, ID;2103;71075;94;12;8;13600;4932;146;53;14;36;8;0,34;1.398;3008;543;28,11;0;0;0;0;497;6;5;0,06
Politeknik Pertanian Negeri Payakumbuh;POLITANI PAYAKUMBUH;KAB. LIMA PULUH KOTA - SUMATERA BARAT, ID;560;5025;165;23;3;27998;4975;163;29;120;1.064;74;4,19;2.303;4955;690;19,51;4;159;4;0,63;81;2;2;0,01
Institut Agama Kristen Negeri Manado;IAKN MANADO;KAB. MINAHASA - SULAWESI UTARA, ID;4061;222002;79;13;1;6299;4990;64;50;29;24;8;0,22;1.108;1197;268;10,88;1;3;1;0,03;360;0;0;0
Sekolah Tinggi Ilmu Kesehatan Panrita Husada;STIKES PANRITA HUSADA BULUKUMBA;KAB. BULUKUMBA - SULAWESI SELATAN, ID;2731;93172;46;5;3;8120;5011;232;143;14;21;9;0,45;445;223;84;4,74;0;0;0;0;311;0;0;0
Universitas Nurtanio;UNNUR;KOTA BANDUNG - JAWA BARAT, ID;1413;41025;94;15;0;7135;4983;74;52;31;46;13;0,41;1.492;24077;635;213,07;0;0;0;0;63;1;1;0,01
Universitas Matana;-;KOTA TANGERANG - BANTEN, ID;1105;31060;39;10;0;7355;4998;131;89;26;994;19;15,78;476;2511;172;39,86;0;0;0;0;84;4;2;0,06
Sekolah Tinggi Ilmu Ekonomi AMA;STIE AMA;KOTA SALATIGA - JAWA TENGAH, ID;308;63022;18;4;1;6745;5202;270;208;5;33;3;0,97;274;4402;155;129,47;0;0;0;0;162;0;0;0
Akademi Teknologi Industri Dewantara Palopo;ATI DEWANTARA PALOPO;KOTA PALOPO - SULAWESI SELATAN, ID;2783;94038;33;3;0;11577;5207;297;134;13;32;8;0,62;893;1546;331;29,73;1;2;1;0,04;841;7;5;0,13
Politeknik Kesehatan Kementerian Kesehatan Mamuju;POLTEKKES KEMENKES MAMUJU;KAB. MAMUJU - SULAWESI BARAT, ID;4448;405037;48;4;2;7113;5196;148;108;27;32;12;0,46;476;1171;193;16,97;0;0;0;0;171;5;3;0,07
STKIP PGRI Bangkalan;STKIP PGRI BANGKALAN;KAB. BANGKALAN - JAWA TIMUR, ID;2174;73049;74;7;2;11976;5200;160;69;24;49;16;0,53;1.217;2465;365;26,51;0;0;0;0;188;2;1;0,02
STMIK Amik Riau;STMIK AMIK RIAU;KOTA PEKANBARU - RIAU, ID;2942;103031;42;4;1;12675;5199;352;144;21;105;15;2,76;699;2224;321;58,53;0;0;0;0;516;2;2;0,05
Sekolah Tinggi Ilmu Kesehatan Banten;-;KOTA TANGERANG SELATAN - BANTEN, ID;1599;43231;25;4;0;8262;5211;258;163;12;37;8;0,74;142;706;50;14,12;1;2;1;0,04;74;0;0;0
Sekolah Tinggi Teknologi Muhammadiyah Cileungsi;-;KAB. BOGOR - JAWA BARAT, ID;1619;43253;24;3;5;8274;5305;318;204;38;45;15;1,61;282;325;100;11,61;0;0;0;0;223;0;0;0
Universitas Bina Insani;BIU;KOTA BEKASI - JAWA BARAT, ID;8443;41074;51;9;5;7546;5280;130;91;30;48;17;0,71;749;2843;347;41,81;0;0;0;0;231;0;0;0
Universitas Kristen Wira Wacana Sumba;UNKRISWINA SUMBA;KAB. SUMBA TIMUR - NUSA TENGGARA TIMUR, ID;2393;151012;77;20;0;5893;4797;77;62;10;14;5;0,14;722;1305;255;13,18;0;0;0;0;138;6;4;0,06
Universitas PGRI Sumatera Barat;UPGRISBA;KOTA PADANG - SUMATERA BARAT, ID;2919;101039;250;20;10;16335;5220;75;24;135;275;73;1,17;5.402;17161;1.510;73,03;1;0;0;0;578;4;2;0,02
Universitas Faletehan;UF;KAB. SERANG - BANTEN, ID;1557;41070;109;15;1;7224;4821;57;38;45;174;32;0,98;923;4023;416;22,73;2;0;0;0;132;0;0;0
Universitas Dinamika Bangsa;UNAMA;KOTA JAMBI - JAMBI, ID;2966;101034;96;8;2;8089;4795;78;46;73;419;53;3,38;1.208;3650;577;29,44;4;0;0;0;159;7;4;0,06
Universitas Indonesia Membangun;UNIVERSITAS INABA;KOTA BANDUNG - JAWA BARAT, ID;8244442;41093;67;7;0;6596;4833;86;63;15;23;7;0,29;1.059;2800;363;35;0;0;0;0;55;0;0;0
Politeknik Pertanian Negeri Pangkajene Kepulauan;POLIPANGKEP;KAB. PANGKAJENE KEPULAUAN - SULAWESI SELATAN, ID;556;5020;186;24;0;25077;4830;134;26;120;640;78;2,26;1.747;5938;604;20,98;0;0;0;0;128;5;3;0,02
IAIN Kendari;-;KOTA KENDARI - SULAWESI TENGGARA, ID;3533;202022;148;24;8;8428;4827;43;25;87;288;44;1,45;2.332;18041;848;90,66;3;0;0;0;198;0;0;0
Universitas Kahuripan Kediri;UKK;KAB. KEDIRI - JAWA TIMUR, ID;2111;71083;58;10;4;6871;4793;81;56;10;10;6;0,11;370;683;148;7,27;1;0;0;0;136;0;0;0
Universitas Ngurah Rai;UNR;KOTA DENPASAR - BALI, ID;2364;81002;95;7;0;8079;4832;106;64;29;68;15;0,51;997;2126;306;15,98;0;0;0;0;362;0;0;0
Universitas Sumatera Selatan;-;KOTA PALEMBANG - SUMATERA SELATAN, ID;8263;21030;40;5;0;4362;3899;101;91;5;1;1;0,02;292;800;101;17,39;0;0;0;0;37;0;0;0
Universitas Jabal Ghafur;UNIGHA;KAB. PIDIE - ACEH, ID;3353;131001;146;20;1;9334;4889;77;40;34;68;24;0,41;1.000;4635;377;27,92;0;0;0;0;237;0;0;0
Universitas Al Washliyah;UNIVA;KAB. LABUHANBATU - SUMATERA UTARA, ID;604;11038;58;8;0;5547;3936;89;63;21;39;16;0,61;736;6896;349;107,75;0;0;0;0;52;0;0;0
Institut Teknologi Dirgantara Adisutjipto;ITD ADISUTJIPTO;KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID;1909;52007;66;6;4;12344;3905;199;63;94;767;66;8,82;1.285;3469;546;39,87;1;2;1;0,02;721;0;0;0
Sekolah Tinggi Ilmu Kesehatan Kesdam IV Diponegoro;STIKES KESDAM IV/DIP;KOTA SEMARANG - JAWA TENGAH, ID;328;63125;12;2;0;5895;3916;590;392;2;2;2;0,12;380;562;84;33,06;0;0;0;0;75;0;0;0
Sekolah Tinggi Ilmu Kesehatan Adi Husada;STIKES ADI HUSADA;KOTA SURABAYA - JAWA TIMUR, ID;2306;73181;23;2;1;6310;3940;351;219;11;25;7;0,93;199;396;73;14,67;0;0;0;0;70;0;0;0
Universitas Batanghari Jambi;-;KOTA JAMBI - JAMBI, ID;2897;101008;188;16;16;9875;3970;59;24;47;236;25;1,15;2.983;6595;1.047;32,17;1;0;0;0;237;5;4;0,02
Politeknik Ahli Usaha Perikanan;POLTEK AUP;KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID;4406;395010;87;7;2;7317;3988;70;38;149;495;78;4,46;1.284;2881;504;25,95;1;0;0;0;81;2;1;0,02
STMIK IKMI Cirebon;-;KOTA CIREBON - JAWA BARAT, ID;1565;43185;45;5;1;6219;3989;155;100;33;81;16;1,14;880;2505;362;35,28;0;0;0;0;174;0;0;0
Universitas Muhammadiyah Sorong;UM-SORONG;KOTA SORONG - PAPUA BARAT, ID;3453;141001;171;18;7;10853;4894;47;21;39;118;21;0,39;1.443;3995;592;13,36;1;0;0;0;525;6;6;0,02
Universitas Darma Agung;UDA;KOTA MEDAN - SUMATERA UTARA, ID;585;11007;128;26;2;5962;3943;43;29;16;39;9;0,22;2.345;11239;668;63,5;1;0;0;0;108;0;0;0
Universitas Indonesia Timur;UIT;KOTA MAKASSAR - SULAWESI SELATAN, ID;2560;91034;190;22;1;8436;4416;30;16;30;35;12;0,11;1.687;3929;532;11,8;10;39;8;0,12;272;0;0;0
Sekolah Tinggi Teknologi Nuklir Yogyakarta;STTN;KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID;4327;323001;47;3;0;9778;4422;296;134;206;802;130;24,3;1.107;2699;395;81,79;0;0;0;0;3;0;0;0
Universitas Bina Insan;UNIVERSITAS BINA INSAN;KOTA LUBUK LINGGAU - SUMATERA SELATAN, ID;936;21032;85;9;1;7682;4424;88;51;68;594;54;5,3;1.273;3331;470;29,74;2;9;1;0,08;243;2;2;0,02
Universitas Madura;UNIRA;KAB. PAMEKASAN - JAWA TIMUR, ID;2076;71048;160;11;4;13106;4372;89;30;75;240;43;0,94;1.679;4347;680;17,05;1;20;1;0,08;317;1;1;0
Institut Teknologi Telkom Surabaya;-;KOTA SURABAYA - JAWA TIMUR, ID;8140;72019;69;11;0;9247;4399;130;62;171;749;120;6,94;947;3069;443;28,42;36;849;34;7,86;116;3;1;0,03
Universitas Alkhairaat;UNISA PALU;KOTA PALU - SULAWESI TENGAH, ID;2544;161006;106;27;4;8923;4453;72;36;22;46;15;0,25;694;929;211;5,05;2;3;1;0,02;234;2;1;0,01
Politeknik Negeri Manado;POLIMDO;KOTA MANADO - SULAWESI UTARA, ID;549;5013;240;21;0;16698;4422;54;14;97;1.342;55;3,92;1.933;5485;519;16,04;8;3;2;0,01;80;0;0;0
Politeknik Kesehatan Kementerian Kesehatan Mataram;POLTEKKES KEMENKES MATARAM;KOTA MATARAM - NUSA TENGGARA BARAT, ID;4430;405019;105;12;7;9758;4455;100;45;33;19;11;0,11;1.644;3898;660;22,8;3;0;0;0;470;2;2;0,01
Universitas Adiwangsa Jambi;UNAJA;KOTA JAMBI - JAMBI, ID;3023;101030;112;17;0;8582;4556;70;37;26;61;15;0,46;731;1091;250;8,14;0;0;0;0;334;8;2;0,06
Universitas Subang;UNSUB;KAB. SUBANG - JAWA BARAT, ID;1430;41042;110;18;1;7268;4600;70;44;26;31;9;0,2;870;1114;280;7,1;0;0;0;0;185;4;2;0,03
Universitas Nahdlatul Ulama Indonesia;UNUSIA;KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID;8113;31061;141;18;0;8216;4617;54;30;51;157;35;0,98;1.333;5832;542;36,45;1;1;1;0,01;100;0;0;0
Universitas Insan Pembangunan Indonesia;UNIPI;KAB. TANGERANG - BANTEN, ID;8244635;41110;81;8;0;6954;4630;59;40;101;647;59;4,69;2.190;49899;1.176;361,59;0;0;0;0;191;0;0;0
IAIN Salatiga;UIN SALATIGA;KOTA SALATIGA - JAWA TENGAH, ID;188;202023;209;0;10;11532;4711;0;0;95;302;64;0;3.712;28217;1.528;0;2;0;0;0;440;9;8;0
Universitas Mikroskil;-;KOTA MEDAN - SUMATERA UTARA, ID;8244468;11060;106;6;0;6889;4775;70;48;50;146;35;1,23;795;3873;328;32,55;0;0;0;0;152;2;1;0,02
Sekolah Tinggi Ilmu Ekonomi Bank Bpd Jawa Tengah;STIE BANK BPD JATENG;KOTA SEMARANG - JAWA TENGAH, ID;155;63013;32;3;2;8469;4427;302;158;32;207;26;5,75;1.162;13759;466;382,19;0;0;0;0;137;0;0;0
Universitas Agung Podomoro;PU;KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID;1103;31057;52;8;1;10494;4777;175;80;147;1.167;97;9,12;853;3880;335;30,31;2;3;2;0,02;13;1;1;0,01
Universitas Atma Jaya Makassar;UAJM;KOTA MAKASSAR - SULAWESI SELATAN, ID;2535;91009;76;10;2;13068;4111;204;64;58;126;34;1,59;1.431;3495;484;44,24;7;27;7;0,34;394;3;2;0,04
Universitas PGRI Silampari;UNPARI;KOTA LUBUK LINGGAU - SUMATERA SELATAN, ID;863;21039;106;14;0;6993;4128;65;38;18;39;9;0,32;1.895;4888;752;39,74;0;0;0;0;277;6;6;0,05
Sekolah Tinggi Ilmu Ekonomi Widya Wiwaha;STIE WW;KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID;1893;53004;55;3;2;8768;4792;187;102;12;3;2;0,06;2.524;9410;928;188,2;0;0;0;0;262;3;3;0,06
Akademi Keperawatan Dharma Husada Kediri;AKPER DHARMA HUSADA;KOTA KEDIRI - JAWA TIMUR, ID;2294;74049;9;1;1;5623;4173;511;379;15;283;12;15,72;216;757;97;42,06;0;0;0;0;23;0;0;0
Universitas Dayanu Ikhsanuddin;UNIDAYAN;KOTA BAU BAU - SULAWESI TENGGARA, ID;2532;91006;176;19;0;8956;4177;50;23;34;48;16;0,24;882;1115;244;5,63;1;0;0;0;172;0;0;0
Universitas Muhammadiyah Kotabumi;UMKO;KAB. LAMPUNG UTARA - LAMPUNG, ID;8244008;21035;68;12;1;5917;4177;78;55;5;42;4;0,48;661;2751;260;31,62;0;0;0;0;180;0;0;0
Sekolah Tinggi Ilmu Kesehatan Sint Carolus;STIK SINT CAROLUS;KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID;1187;33117;45;6;0;6323;4188;171;113;16;27;11;0,64;682;2115;242;50,36;1;0;0;0;194;1;1;0,02
Universitas Merdeka Pasuruan;-;KOTA PASURUAN - JAWA TIMUR, ID;2059;71031;42;5;2;5562;4145;124;92;16;43;12;0,81;773;2763;310;52,13;0;0;0;0;124;0;0;0
Universitas Abulyatama;UNAYA;KAB. ACEH BESAR - ACEH, ID;3355;131003;176;32;3;10668;4790;53;24;96;295;56;0,97;1.682;3794;575;12,44;2;0;0;0;139;0;0;0
Sekolah Tinggi Ilmu Kesehatan Respati;STIKES RESPATI;KAB. TASIKMALAYA - JAWA BARAT, ID;1592;43220;14;2;0;4899;4202;408;350;4;1;1;0,06;360;874;123;54,63;0;0;0;0;26;0;0;0
Sekolah Tinggi Teknologi Kedirgantaraan;-;KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID;1903;53018;75;8;1;8754;4214;101;48;25;26;9;0,27;723;1338;194;13,94;0;0;0;0;130;0;0;0
Universitas Qamarul Huda Badaruddin Bagu;UNIQHBA BAGU;KAB. LOMBOK TENGAH - NUSA TENGGARA BARAT, ID;2447;81038;109;17;0;6692;4502;55;37;16;94;13;0,67;832;1222;253;8,73;0;0;0;0;129;3;1;0,02
Kementerian Pendidikan dan Kebudayaan;KEMDIKBUD;KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID;8076;0;344;0;44;17511;4494;0;0;162;3.368;123;0;7.369;26226;2.617;0;0;0;0;0;203;4;2;0
Poltekkes Kemenkes Palembang;POLKESBANG;KOTA PALEMBANG - SUMATERA SELATAN, ID;4418;405007;183;17;1;7377;4512;42;25;50;38;17;0,18;2.125;4610;579;21,64;2;0;0;0;275;4;3;0,02
STKIP Kusumanegara;-;KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID;1130;33014;95;6;2;9190;4489;84;41;48;70;23;0,56;1.663;4233;637;33,6;1;1;1;0,01;293;2;1;0,02
Sekolah Tinggi Ilmu Kesehatan Majapahit;STIKES MAJAPAHIT;KAB. MOJOKERTO - JAWA TIMUR, ID;2227;73123;42;7;1;6935;4506;136;88;9;14;7;0,22;1.016;1735;336;26,69;0;0;0;0;64;0;0;0
Universitas Puangrimaggalatung;UNIPRIMA;KAB. WAJO - SULAWESI SELATAN, ID;8257;91057;117;13;0;7214;4481;60;37;46;92;32;0,57;624;766;125;4,76;0;0;0;0;95;8;2;0,05
Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar;UHN SUGRIWA;KOTA DENPASAR - BALI, ID;4286;241001;195;21;11;8884;4516;40;20;83;151;47;0,66;2.928;9665;1.193;42,21;0;0;0;0;290;8;5;0,03
Universitas Imelda Medan;-;KOTA MEDAN - SUMATERA UTARA, ID;457;11054;94;13;3;5616;4030;40;29;13;46;10;0,25;1.127;3770;526;20,83;0;0;0;0;164;0;0;0
Universitas Katolik Darma Cendika;UKDC;KOTA SURABAYA - JAWA TIMUR, ID;2049;71019;44;7;0;7452;4037;133;72;38;136;25;2,09;905;2245;318;34,54;2;1;1;0,02;324;4;4;0,06
Institut Agama Islam Nahdlatul Ulama (IAI NU) Kebumen;IAINU KEBUMEN;KAB. KEBUMEN - JAWA TENGAH, ID;93;212031;41;9;0;9884;4537;157;72;40;123;22;1,95;595;6175;221;98,02;0;0;0;0;652;7;5;0,11
IAIN Palopo;IAIN PALOPO;KOTA PALOPO - SULAWESI SELATAN, ID;3540;202021;188;23;8;6997;4032;32;18;65;98;29;0,4;1.713;9904;641;40,93;1;0;0;0;83;3;3;0,01
Universitas Teknologi Mataram;UTM;KOTA MATARAM - NUSA TENGGARA BARAT, ID;8351;81044;76;12;1;6244;4052;78;51;10;41;7;0,5;479;767;152;9,35;0;0;0;0;232;0;0;0
Universitas Katolik Widya Mandira Kupang;-;KOTA KUPANG - NUSA TENGGARA TIMUR, ID;2381;151001;202;42;1;7002;4524;33;21;55;169;36;0,73;1.423;8425;526;36,31;4;7;2;0,03;175;1;1;0
Universitas Muhammadiyah Jambi;UM JAMBI;KOTA JAMBI - JAMBI, ID;2980;101031;64;5;0;6101;4047;103;69;20;144;14;2,03;715;2622;273;36,93;0;0;0;0;213;0;0;0
Politeknik Akamigas Palembang;PAP;KOTA PALEMBANG - SUMATERA SELATAN, ID;1051;25011;42;5;0;7743;4089;209;111;0;0;0;0;168;282;67;5,22;0;0;0;0;120;0;0;0
Politeknik Siber dan Sandi Negara;POLTEK SSN;KAB. BOGOR - JAWA BARAT, ID;4478;465001;40;3;0;5448;3500;127;81;163;248;87;4,59;476;1143;209;21,17;0;0;0;0;80;0;0;0
Universitas Nahdlatul Ulama Surakarta;UNU SURAKARTA;KOTA SURAKARTA - JAWA TENGAH, ID;4799;61028;64;11;0;6779;4079;108;65;3;2;1;0,03;1.867;6083;771;77;0;0;0;0;57;0;0;0
Universitas Islam Makassar;UIM;KOTA MAKASSAR - SULAWESI SELATAN, ID;2554;91028;225;33;1;13488;4090;61;18;26;36;7;0,12;2.042;9561;665;31,55;0;0;0;0;290;0;0;0
Institut Sains dan Kesehatan Bone;ISKB;KAB. BONE - SULAWESI SELATAN, ID;2844;92014;26;7;0;3769;3513;108;100;2;8;1;0,2;266;1211;115;30,28;0;0;0;0;3;0;0;0
Sekolah Tinggi Ilmu Kesehatan Bani Saleh;-;KOTA BEKASI - JAWA BARAT, ID;1654;43295;29;5;0;6389;4075;164;104;9;9;5;0,19;206;256;64;5,33;0;0;0;0;59;0;0;0
Sekolah Tinggi Ilmu Farmasi Padang;STIFARM PADANG;KOTA PADANG - SUMATERA BARAT, ID;2986;103081;35;2;1;8835;3518;252;101;24;120;16;2,93;710;1875;312;45,73;0;0;0;0;159;0;0;0
Politeknik Negeri Bengkalis;POLBENG;KAB. BENGKALIS - RIAU, ID;567;5031;128;26;4;12100;3504;82;24;105;219;45;1,16;2.318;18704;1.020;98,96;2;0;0;0;129;6;3;0,03
STKIP Muhammadiyah Kuningan;-;KAB. KUNINGAN - JAWA BARAT, ID;1680;43323;57;6;3;8636;3526;154;63;33;103;18;1,72;799;2966;329;49,43;1;0;0;0;230;0;0;0
Universitas Triatma Mulya;UNTRIM;KAB. BADUNG - BALI, ID;8244215;81043;108;17;1;5095;3522;39;27;18;27;8;0,19;999;2217;351;15,61;2;0;0;0;195;2;2;0,01
Universitas Multi Data Palembang;UMDP;KOTA PALEMBANG - SUMATERA SELATAN, ID;8244441;21037;66;6;1;7881;3557;116;52;34;86;20;0,97;2.731;4502;876;50,58;1;0;0;0;397;5;3;0,06
Sekolah Tinggi Pertanahan Nasional ;STPN;KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID;4326;313001;51;2;1;7665;3547;197;91;21;20;11;0,47;1.326;4033;555;93,79;0;0;0;0;268;4;4;0,09
Akademi Komunitas Negeri Putra Sang Fajar Blitar;AKN PUTRA SANG FAJAR BLITAR;KOTA BLITAR - JAWA TIMUR, ID;8120;6002;26;4;1;4417;3664;210;174;4;4;2;0,16;189;425;80;17;1;0;0;0;81;0;0;0
Politeknik Baubau;POLBAUBAU;KOTA BAU BAU - SULAWESI TENGGARA, ID;8112;95009;57;8;0;4561;3544;74;57;0;0;0;0;231;354;48;4,21;0;0;0;0;75;1;1;0,01
Politeknik Bisnis Indonesia;-;KOTA PEMATANGSIANTAR - SUMATERA UTARA, ID;831;15021;26;4;2;5408;3667;216;147;14;60;10;2,14;318;2982;199;106,5;0;0;0;0;62;0;0;0
Sekolah Tinggi Ilmu Kesehatan Keluarga Bunda Jambi;STIKES KELUARGA BUNDA JAMBI;KOTA JAMBI - JAMBI, ID;3102;103157;16;6;0;4781;3642;217;166;1;0;0;0;73;22;11;0,92;0;0;0;0;5;0;0;0
